,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
9993,0.39722738,6,0.27356362,9,1.1347214,0,3,3,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
9994,1.4968992,4,0.70657176,0,-1.5861341,2,14,0,4,1,-0.14591825,-0.2166562,0.7744563,39,0
9995,0.98371905,4,-0.090794586,9,1.1347214,2,12,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
9996,0.61716175,2,0.03063604,12,1.523415,0,11,1,2,1,-0.14591825,-0.2166562,0.7744563,39,1
9997,-0.04264137,4,-0.012083058,15,-0.031359546,4,1,4,4,0,0.7338032,-0.2166562,-0.4403715,39,0
9998,0.47053882,2,0.6232179,11,-0.42005318,4,1,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
9999,0.9104076,4,0.38919604,15,-0.031359546,2,3,0,4,1,-0.14591825,4.689535,1.5843415,39,1
10000,0.47053882,4,1.4052739,9,1.1347214,2,1,0,1,1,-0.14591825,-0.2166562,-0.035428904,30,0
10001,-0.9223789,4,1.3158187,11,-0.42005318,2,14,0,3,1,-0.14591825,-0.2166562,-0.035428904,39,0
10002,1.0570306,4,0.18231773,1,-1.1974404,0,8,1,4,0,-0.14591825,-0.2166562,-0.27839446,39,0
10003,0.5438503,4,-0.26289314,11,-0.42005318,6,1,4,4,0,-0.14591825,-0.2166562,0.20753667,39,0
10004,0.76378465,5,1.5106742,8,0.35733408,2,4,0,4,1,-0.14591825,-0.2166562,1.5843415,39,1
10005,-0.3358872,2,-0.6153613,15,-0.031359546,2,4,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10006,1.0570306,5,0.9555818,15,-0.031359546,2,12,0,4,1,-0.14591825,-0.2166562,0.7744563,39,1
10007,-1.435559,4,-0.79114527,15,-0.031359546,4,12,3,4,0,-0.14591825,-0.2166562,-0.19740595,39,0
10008,2.4499483,4,-1.2893832,15,-0.031359546,2,11,0,2,1,-0.14591825,-0.2166562,-0.035428904,39,0
10009,-1.3622476,4,2.9957528,15,-0.031359546,4,12,3,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10010,1.790145,4,-0.5218321,11,-0.42005318,6,10,1,4,0,-0.14591825,-0.2166562,-1.2502568,39,0
10011,1.0570306,7,0.35635853,15,-0.031359546,2,11,0,4,1,-0.14591825,-0.2166562,1.5843415,39,0
10012,2.083391,7,0.67669016,5,-2.3635213,2,14,0,4,1,-0.14591825,-0.2166562,-0.4403715,39,0
10013,0.61716175,4,-1.0776352,15,-0.031359546,2,8,0,4,1,-0.14591825,-0.2166562,1.341376,39,1
10014,-0.8490674,4,-0.7595205,6,-1.9748276,2,7,5,4,0,-0.14591825,-0.2166562,-0.27839446,32,0
10015,0.39722738,4,0.19655745,9,1.1347214,2,10,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10016,-1.582182,4,1.3012663,1,-1.1974404,4,14,3,4,1,-0.14591825,-0.2166562,-1.6551993,39,0
10017,0.25060445,4,-0.059681363,8,0.35733408,2,12,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10018,-0.26257575,6,-0.6582414,15,-0.031359546,2,4,0,4,1,-0.14591825,-0.2166562,0.36951372,39,0
10019,-0.11595283,4,-0.7772751,9,1.1347214,2,10,0,4,1,-0.14591825,-0.2166562,1.1793989,39,1
10020,0.47053882,4,1.7253214,9,1.1347214,4,10,1,4,1,-0.14591825,-0.2166562,0.45050222,39,0
10021,-0.3358872,4,-0.24157624,0,-1.5861341,2,6,0,4,1,-0.14591825,-0.2166562,-0.035428904,32,0
10022,-0.77575594,4,0.10172085,15,-0.031359546,2,8,0,4,1,-0.14591825,-0.2166562,-0.4403715,39,1
10023,0.9104076,1,0.6104467,12,1.523415,6,12,4,4,1,-0.14591825,-0.2166562,0.7744563,8,1
10024,2.083391,0,-0.57404435,10,2.3008022,2,0,0,4,1,2.5690725,-0.2166562,-2.870027,39,1
10025,-0.04264137,4,0.49253097,1,-1.1974404,0,6,1,4,0,-0.14591825,-0.2166562,1.5843415,39,0
10026,-0.99569035,4,-0.561491,7,0.7460277,4,12,3,4,0,-0.14591825,-0.2166562,-0.035428904,29,0
10027,-0.8490674,4,0.1795039,7,0.7460277,4,12,1,4,1,-0.14591825,-0.2166562,0.12654814,39,0
10028,-1.2156247,4,-0.5669766,15,-0.031359546,4,1,1,1,1,-0.14591825,-0.2166562,-0.035428904,0,0
10029,-0.7024445,4,0.5866002,9,1.1347214,4,5,3,4,1,-0.14591825,-0.2166562,0.7744563,39,0
10030,1.4235878,4,0.12196718,11,-0.42005318,6,1,1,4,0,-0.14591825,-0.2166562,-0.27839446,39,0
10031,1.4235878,4,0.146439,11,-0.42005318,2,14,0,4,1,-0.14591825,-0.2166562,1.5843415,39,1
10032,-1.0690018,2,-0.25447062,15,-0.031359546,4,1,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10033,-1.435559,4,-0.61859196,2,-0.8087468,4,8,3,4,1,-0.14591825,3.7589223,-1.6551993,39,0
10034,0.25060445,4,1.6584905,5,-2.3635213,0,12,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10035,-0.77575594,4,-0.1359296,6,-1.9748276,0,10,1,2,0,-0.14591825,-0.2166562,-0.035428904,39,0
10036,0.6904732,4,-0.8382699,11,-0.42005318,2,3,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10037,1.2769649,4,-1.075295,9,1.1347214,3,10,4,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10038,-0.5558216,0,-1.0760814,11,-0.42005318,5,0,3,4,0,-0.14591825,-0.2166562,-1.6551993,39,0
10039,-1.0690018,4,-0.69141054,8,0.35733408,4,7,3,4,1,-0.14591825,-0.2166562,-0.4403715,39,0
10040,-1.2889361,4,0.15704061,11,-0.42005318,4,8,4,2,0,-0.14591825,-0.2166562,-0.4403715,39,0
10041,-0.8490674,4,-0.124067925,11,-0.42005318,4,8,1,4,1,-0.14591825,-0.2166562,0.61247927,39,0
10042,0.32391593,4,-0.2731916,11,-0.42005318,2,8,0,2,1,-0.14591825,-0.2166562,-0.035428904,39,1
10043,0.76378465,4,0.8703804,9,1.1347214,2,12,0,4,1,-0.14591825,-0.2166562,0.36951372,39,1
10044,-1.3622476,4,0.011223436,15,-0.031359546,4,4,1,4,0,-0.14591825,-0.2166562,-0.84531415,39,0
10045,-0.26257575,6,-0.011732513,6,-1.9748276,2,3,0,4,1,-0.14591825,-0.2166562,0.7744563,39,0
10046,2.5232596,4,1.3853971,9,1.1347214,2,10,0,4,1,-0.14591825,5.357095,-0.035428904,39,1
10047,-0.7024445,4,-0.10927872,11,-0.42005318,2,7,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10048,1.5702107,4,-1.544504,11,-0.42005318,6,12,1,4,0,-0.14591825,-0.2166562,0.7744563,39,0
10049,-0.04264137,4,0.34611693,11,-0.42005318,1,8,5,4,0,-0.14591825,-0.2166562,-1.2502568,39,0
10050,0.76378465,4,-1.1597669,11,-0.42005318,2,3,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10051,-0.18926428,4,0.17327937,13,-3.5296023,0,8,1,3,1,-0.14591825,-0.2166562,2.5562038,26,0
10052,-1.5088705,4,0.7651885,2,-0.8087468,4,1,3,4,0,-0.14591825,-0.2166562,-0.84531415,39,0
10053,-1.582182,4,-1.2623628,1,-1.1974404,4,12,3,4,0,-0.0030667498,-0.2166562,-1.8171763,19,0
10054,-0.62913305,0,-0.031817786,9,1.1347214,4,0,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10055,0.39722738,4,-0.6930022,7,0.7460277,4,5,3,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10056,-0.18926428,0,-1.5312023,11,-0.42005318,0,0,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10057,0.177293,4,0.34296203,9,1.1347214,4,10,1,2,1,-0.14591825,-0.2166562,-0.035428904,39,0
10058,-1.0690018,4,0.18940443,9,1.1347214,4,10,1,4,0,-0.14591825,-0.2166562,-2.6270616,39,0
10059,0.32391593,4,0.012985635,11,-0.42005318,0,4,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10060,-1.582182,0,0.085444205,1,-1.1974404,4,0,3,4,1,-0.14591825,-0.2166562,-1.6551993,29,0
10061,-1.1423132,4,2.3921902,2,-0.8087468,4,1,4,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10062,1.4235878,2,1.2198831,2,-0.8087468,2,5,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10063,-0.48251012,0,0.08967916,0,-1.5861341,0,0,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10064,0.177293,4,-0.6952855,9,1.1347214,2,4,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10065,-1.3622476,4,-0.048321813,11,-0.42005318,4,12,1,4,0,-0.14591825,-0.2166562,-0.6833371,39,0
10066,1.6435221,0,1.4903901,11,-0.42005318,2,0,0,4,1,-0.14591825,-0.2166562,-1.9791534,39,0
10067,-0.77575594,4,-0.60302585,15,-0.031359546,4,1,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10068,0.25060445,1,-0.18520483,12,1.523415,4,4,1,4,0,1.7611153,-0.2166562,1.5843415,39,1
10069,-0.26257575,4,0.42750016,15,-0.031359546,2,3,0,4,1,0.17999981,-0.2166562,-0.035428904,39,0
10070,-0.11595283,4,-0.009515554,9,1.1347214,2,1,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10071,0.32391593,4,-0.2705104,9,1.1347214,2,7,0,0,1,-0.14591825,-0.2166562,-0.035428904,39,0
10072,-0.7024445,4,-0.3016331,9,1.1347214,4,13,1,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10073,0.83709615,1,0.30083978,7,0.7460277,2,3,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10074,3.03644,4,-0.9821638,10,2.3008022,2,10,0,4,1,-0.14591825,-0.2166562,-0.84531415,39,0
10075,-0.04264137,4,0.8106078,9,1.1347214,0,12,4,4,0,0.009932059,-0.2166562,-0.035428904,39,0
10076,0.177293,4,-0.40852085,9,1.1347214,2,10,0,4,1,-0.14591825,-0.2166562,2.3942268,39,0
10077,-0.3358872,4,-0.7038407,11,-0.42005318,2,12,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10078,0.25060445,2,-0.6448165,12,1.523415,2,4,0,4,1,-0.14591825,4.5034127,1.5843415,39,1
10079,1.4968992,2,-0.8432249,8,0.35733408,0,1,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10080,-0.04264137,6,-1.0607142,11,-0.42005318,2,3,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10081,1.8634565,6,-0.7886346,12,1.523415,0,10,1,4,1,-0.14591825,-0.2166562,0.7744563,39,0
10082,-0.18926428,4,0.21463418,11,-0.42005318,4,3,3,2,1,-0.14591825,-0.2166562,-0.035428904,39,0
10083,-1.2889361,0,0.8395325,15,-0.031359546,4,0,3,4,1,-0.14591825,-0.2166562,-1.9791534,39,0
10084,-0.04264137,5,0.09064553,15,-0.031359546,2,4,5,4,0,-0.14591825,-0.2166562,0.36951372,39,0
10085,-1.5088705,4,-0.60357535,11,-0.42005318,4,3,3,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10086,0.5438503,4,0.7152691,12,1.523415,2,10,0,4,1,-0.14591825,-0.2166562,1.5843415,39,0
10087,-0.26257575,4,-0.8223817,12,1.523415,4,4,1,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10088,1.4235878,5,-0.07394001,10,2.3008022,4,10,1,4,0,-0.14591825,-0.2166562,4.7428937,0,0
10089,-0.9223789,4,0.9920858,9,1.1347214,4,3,2,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10090,0.47053882,4,1.9004233,15,-0.031359546,2,12,0,2,1,1.8883953,-0.2166562,4.7428937,39,1
10091,0.47053882,5,0.21957023,15,-0.031359546,2,5,0,4,1,-0.14591825,-0.2166562,0.7744563,39,0
10092,0.32391593,7,-1.4328886,15,-0.031359546,0,4,4,2,0,-0.14591825,-0.2166562,-0.19740595,0,0
10093,0.030670086,2,-0.7416332,7,0.7460277,2,1,5,4,0,-0.14591825,-0.2166562,-1.6551993,39,1
10094,2.743194,0,1.1626874,4,-2.752215,6,0,4,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10095,1.130342,1,-1.5380995,11,-0.42005318,2,1,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10096,0.98371905,4,-0.77066207,12,1.523415,2,4,0,4,1,-0.14591825,4.5034127,0.7744563,12,1
10097,1.2769649,6,0.06185348,9,1.1347214,4,10,1,4,1,-0.14591825,-0.2166562,-1.6551993,39,0
10098,1.0570306,4,0.22358729,11,-0.42005318,5,12,1,4,0,-0.14591825,-0.2166562,-0.60234857,39,0
10099,-0.48251012,4,-0.3381466,11,-0.42005318,2,14,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10100,-0.5558216,7,-0.3041722,11,-0.42005318,2,5,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10101,0.76378465,4,-0.36186048,15,-0.031359546,2,3,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10102,-0.7024445,6,-0.27467903,11,-0.42005318,2,4,0,4,1,-0.14591825,-0.2166562,1.1793989,39,0
10103,0.76378465,1,-0.6734001,11,-0.42005318,0,1,4,2,0,-0.14591825,-0.2166562,-0.035428904,39,0
10104,-1.1423132,4,-0.24546066,15,-0.031359546,4,3,3,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10105,-0.26257575,4,-1.5272989,15,-0.031359546,2,3,0,4,1,0.40436468,-0.2166562,-0.4403715,39,0
10106,-0.77575594,4,0.23613112,9,1.1347214,2,4,0,4,1,-0.14591825,-0.2166562,1.5843415,39,0
10107,0.98371905,0,-0.28444692,8,0.35733408,2,0,0,4,1,-0.14591825,-0.2166562,0.7744563,39,1
10108,1.6435221,4,-0.65225375,15,-0.031359546,4,9,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10109,1.8634565,7,0.24994448,10,2.3008022,2,10,0,4,1,-0.14591825,-0.2166562,0.7744563,4,1
10110,0.61716175,4,-1.306901,14,1.9121085,2,10,5,4,0,-0.14591825,4.5034127,1.5843415,16,1
10111,2.6698825,2,-1.5024481,11,-0.42005318,0,1,1,4,0,-0.14591825,-0.2166562,-1.6551993,39,0
10112,-0.5558216,4,1.4717543,14,1.9121085,0,10,1,4,1,1.7611153,-0.2166562,0.7744563,39,1
10113,0.61716175,5,-0.47854456,14,1.9121085,2,10,0,4,1,-0.14591825,4.689535,1.5843415,39,1
10114,-0.8490674,4,-1.4323013,2,-0.8087468,4,14,1,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10115,-1.2889361,7,-0.35990882,15,-0.031359546,4,1,3,4,0,-0.14591825,-0.2166562,-0.84531415,39,0
10116,1.8634565,0,-1.1906906,2,-0.8087468,2,0,0,4,1,-0.14591825,-0.2166562,-1.3312453,39,0
10117,-0.8490674,4,2.2119534,15,-0.031359546,2,4,0,4,1,-0.14591825,-0.2166562,1.5843415,39,0
10118,-0.99569035,4,1.7332987,9,1.1347214,4,8,1,2,0,-0.14591825,-0.2166562,-1.3312453,23,0
10119,2.3033252,5,0.34108612,15,-0.031359546,2,4,0,4,1,-0.14591825,-0.2166562,-1.6551993,39,1
10120,-1.1423132,4,1.2898405,8,0.35733408,4,10,1,4,0,-0.14591825,-0.2166562,-0.359383,39,0
10121,0.177293,4,-0.3529074,9,1.1347214,4,10,1,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10122,1.5702107,0,0.9551365,12,1.523415,2,0,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10123,0.6904732,4,0.2493097,9,1.1347214,2,6,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10124,1.130342,4,1.3215317,11,-0.42005318,2,3,0,4,1,-0.14591825,-0.2166562,0.2885252,39,1
10125,-1.2156247,6,0.75505114,11,-0.42005318,4,5,3,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10126,-0.99569035,4,2.0354114,9,1.1347214,2,4,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10127,2.3033252,5,0.54575694,15,-0.031359546,2,4,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10128,-0.8490674,4,-0.5443143,15,-0.031359546,2,3,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10129,-0.40919867,4,-0.6619174,8,0.35733408,2,10,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10130,-1.2156247,4,-0.30740288,11,-0.42005318,4,8,3,4,0,-0.14591825,-0.2166562,-0.4403715,39,0
10131,-1.435559,4,-1.3680474,15,-0.031359546,4,1,3,4,0,-0.14591825,-0.2166562,-2.6270616,39,0
10132,0.030670086,4,-0.12773444,7,0.7460277,2,11,0,2,1,-0.14591825,-0.2166562,1.5843415,39,0
10133,0.5438503,4,0.7326258,4,-2.752215,2,3,5,4,0,-0.14591825,-0.2166562,0.36951372,22,0
10134,-1.1423132,2,-0.30741236,9,1.1347214,4,10,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10135,-0.18926428,4,0.57280576,3,-3.1409085,4,8,2,3,0,-0.14591825,-0.2166562,-0.035428904,8,0
10136,-1.2889361,4,-0.6176161,11,-0.42005318,4,12,3,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10137,-0.26257575,4,0.4280781,11,-0.42005318,4,7,2,4,1,-0.14591825,-0.2166562,-0.035428904,26,0
10138,-1.435559,4,0.08092502,11,-0.42005318,4,8,1,4,0,-0.14591825,-0.2166562,0.36951372,39,0
10139,-0.18926428,4,-0.07357052,15,-0.031359546,0,13,4,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10140,-0.26257575,5,0.11604582,15,-0.031359546,0,4,1,4,1,-0.14591825,-0.2166562,1.5843415,39,0
10141,-0.26257575,4,-0.16302577,8,0.35733408,0,14,1,4,1,-0.14591825,-0.2166562,0.7744563,39,0
10142,-0.48251012,7,0.10128504,15,-0.031359546,4,11,4,2,0,0.38039812,-0.2166562,-0.035428904,39,0
10143,1.4235878,5,-1.0580236,15,-0.031359546,2,4,0,4,1,0.842262,-0.2166562,1.5843415,39,1
10144,-0.11595283,2,0.707955,11,-0.42005318,2,11,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10145,0.39722738,6,-0.9531633,9,1.1347214,2,10,0,4,1,-0.14591825,-0.2166562,3.204112,39,0
10146,-0.5558216,4,-1.0477346,11,-0.42005318,4,8,3,4,0,-0.14591825,-0.2166562,-0.4403715,39,0
10147,-0.26257575,4,-1.079331,12,1.523415,2,10,0,2,1,0.842262,-0.2166562,-0.035428904,0,1
10148,0.9104076,5,-0.090794586,11,-0.42005318,2,12,0,4,1,-0.14591825,-0.2166562,0.7744563,39,0
10149,1.5702107,4,0.4655106,9,1.1347214,2,12,0,4,1,-0.14591825,-0.2166562,0.45050222,39,1
10150,1.4235878,0,-0.87299275,4,-2.752215,2,0,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10151,0.76378465,4,-1.1121306,6,-1.9748276,0,7,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10152,1.130342,0,-1.4987248,11,-0.42005318,2,0,0,4,1,0.21087198,-0.2166562,-0.035428904,39,0
10153,-1.5088705,4,-0.02718491,15,-0.031359546,4,8,3,4,0,-0.14591825,-0.2166562,-1.9791534,39,0
10154,1.130342,2,0.27946603,9,1.1347214,2,4,0,1,1,-0.14591825,-0.2166562,-0.035428904,30,1
10155,-1.3622476,0,0.97922933,15,-0.031359546,4,0,3,4,0,-0.14591825,-0.2166562,-0.4403715,39,0
10156,0.177293,1,-0.021945685,8,0.35733408,0,1,3,2,0,-0.14591825,-0.2166562,-0.035428904,39,0
10157,1.130342,4,-0.3272892,9,1.1347214,4,1,1,4,0,1.7611153,-0.2166562,-0.035428904,39,1
10158,0.76378465,4,-1.501766,5,-2.3635213,2,3,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10159,-0.3358872,2,-0.43656445,15,-0.031359546,2,8,5,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10160,-0.48251012,4,-0.18592487,7,0.7460277,5,4,4,4,0,3.2711437,-0.2166562,0.7744563,39,1
10161,-0.62913305,4,2.8322282,6,-1.9748276,2,6,2,4,1,-0.14591825,-0.2166562,-0.035428904,26,0
10162,-0.7024445,2,1.8376757,15,-0.031359546,2,11,0,4,1,-0.14591825,3.4685712,-0.035428904,39,1
10163,-0.62913305,6,0.6837011,1,-1.1974404,3,3,1,4,1,-0.14591825,-0.2166562,-0.84531415,16,0
10164,0.98371905,6,0.08987812,11,-0.42005318,0,3,1,2,1,-0.14591825,-0.2166562,-0.035428904,39,0
10165,-0.18926428,4,-0.044333182,14,1.9121085,2,10,0,4,1,-0.14591825,-0.2166562,1.1793989,39,1
10166,-1.1423132,0,0.35161194,11,-0.42005318,4,0,2,1,0,-0.14591825,-0.2166562,-1.6551993,35,0
10167,1.936768,0,0.793848,11,-0.42005318,6,0,4,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10168,-0.04264137,4,-1.5036418,8,0.35733408,2,3,0,4,1,0.44796485,-0.2166562,-0.035428904,39,1
10169,0.10398155,2,0.061161865,11,-0.42005318,0,3,3,4,0,-0.14591825,-0.2166562,-0.035428904,33,0
10170,-0.26257575,4,-1.553533,11,-0.42005318,2,3,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10171,1.7168336,4,-0.9587815,11,-0.42005318,4,1,1,4,0,-0.14591825,-0.2166562,-0.19740595,39,0
10172,-0.77575594,4,-1.4396722,15,-0.031359546,0,12,4,4,0,-0.14591825,-0.2166562,0.36951372,39,0
10173,-1.1423132,7,-0.02979031,2,-0.8087468,4,4,1,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10174,-1.3622476,4,0.8956765,15,-0.031359546,4,8,3,4,0,-0.14591825,-0.2166562,-0.4403715,39,0
10175,-0.77575594,4,-1.265745,15,-0.031359546,4,4,1,4,1,0.14845061,-0.2166562,1.1793989,39,0
10176,-0.8490674,6,1.3144449,8,0.35733408,4,10,2,4,1,-0.14591825,-0.2166562,-0.84531415,39,0
10177,-1.582182,4,1.0181682,1,-1.1974404,4,9,3,4,0,-0.14591825,-0.2166562,-2.5460732,39,0
10178,-0.48251012,4,-1.0395111,1,-1.1974404,0,12,1,4,1,-0.14591825,-0.2166562,0.20753667,39,1
10179,-1.5088705,0,0.77836716,1,-1.1974404,4,0,2,4,0,-0.14591825,-0.2166562,-1.6551993,39,0
10180,0.9104076,2,-0.6848165,12,1.523415,2,10,5,4,0,-0.14591825,-0.2166562,-0.035428904,39,1
10181,1.2036535,4,-0.13108829,10,2.3008022,2,10,0,4,1,-0.14591825,4.689535,1.1793989,0,1
10182,-1.2889361,0,2.3074532,15,-0.031359546,4,0,4,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10183,0.5438503,7,-0.10509113,9,1.1347214,2,10,0,4,1,-0.14591825,-0.2166562,-0.19740595,39,1
10184,-1.3622476,0,0.11095818,15,-0.031359546,4,0,3,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10185,-0.18926428,4,-0.24995142,8,0.35733408,2,10,5,4,0,-0.14591825,-0.2166562,-0.035428904,39,1
10186,-0.8490674,4,-0.3016331,8,0.35733408,2,12,0,4,1,-0.14591825,-0.2166562,0.36951372,39,0
10187,0.39722738,4,-0.988521,11,-0.42005318,2,1,0,4,1,-0.14591825,-0.2166562,0.36951372,39,0
10188,1.790145,0,-0.599132,15,-0.031359546,0,0,1,4,0,-0.14591825,-0.2166562,-2.870027,39,0
10189,0.5438503,4,-0.5589709,15,-0.031359546,2,1,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10190,2.5232596,4,0.8991156,11,-0.42005318,0,8,1,4,0,-0.14591825,-0.2166562,-1.6551993,39,0
10191,1.4235878,5,-0.028302863,15,-0.031359546,2,14,5,4,0,-0.14591825,-0.2166562,-0.035428904,39,1
10192,-1.1423132,4,-0.30153835,15,-0.031359546,4,4,1,4,0,-0.14591825,-0.2166562,0.7744563,39,0
10193,1.6435221,4,0.0133551285,0,-1.5861341,6,5,4,4,1,-0.14591825,-0.2166562,-1.6551993,39,0
10194,-0.8490674,4,-0.8206005,1,-1.1974404,2,3,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10195,0.25060445,6,-1.0491936,9,1.1347214,2,5,0,4,1,-0.14591825,-0.2166562,1.9892842,39,0
10196,1.4235878,4,0.14809698,11,-0.42005318,2,7,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10197,0.030670086,4,-1.4350203,15,-0.031359546,3,3,4,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
10198,0.9104076,4,-1.5136939,11,-0.42005318,2,14,0,4,1,-0.14591825,-0.2166562,1.5843415,39,0
10199,-1.3622476,4,-0.728862,11,-0.42005318,4,5,3,1,1,-0.14591825,-0.2166562,-0.035428904,39,0
10200,-1.582182,4,-0.19538958,2,-0.8087468,4,8,3,4,1,-0.14591825,-0.2166562,-0.4403715,39,0
10201,0.9104076,2,-0.31999406,11,-0.42005318,0,11,1,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10202,1.3502764,4,-0.12979034,11,-0.42005318,0,1,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10203,-0.77575594,4,0.27938077,11,-0.42005318,4,8,4,4,0,-0.14591825,-0.2166562,-1.0072912,39,0
10204,-1.2156247,4,-0.15198834,11,-0.42005318,4,3,1,4,1,-0.14591825,-0.2166562,0.7744563,39,0
10205,0.83709615,2,-0.027383866,11,-0.42005318,2,4,5,2,0,-0.14591825,-0.2166562,-0.035428904,39,1
10206,1.5702107,4,-1.5623534,15,-0.031359546,5,14,1,0,0,-0.14591825,-0.2166562,-0.84531415,39,0
10207,0.177293,4,-0.7045702,15,-0.031359546,0,12,3,4,1,0.14845061,-0.2166562,0.36951372,39,0
10208,-0.77575594,4,-0.27283156,15,-0.031359546,4,1,1,4,0,-0.14591825,-0.2166562,0.9364334,39,0
10209,0.030670086,2,-1.2539498,9,1.1347214,0,1,4,4,0,-0.14591825,-0.2166562,-0.4403715,39,0
10210,0.32391593,1,0.027793786,15,-0.031359546,2,10,5,4,0,-0.14591825,-0.2166562,-0.035428904,39,1
10211,-0.26257575,4,-0.91476446,11,-0.42005318,2,3,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
10212,1.2769649,4,-0.09604328,11,-0.42005318,4,10,1,4,0,-0.14591825,-0.2166562,0.36951372,39,0
10213,3.03644,6,-0.051571462,5,-2.3635213,2,5,0,4,1,-0.14591825,-0.2166562,-0.84531415,39,0
10214,1.4968992,7,-0.2532579,15,-0.031359546,0,1,1,4,0,-0.14591825,-0.2166562,-0.19740595,39,0
10215,-0.5558216,4,0.3930331,9,1.1347214,0,4,1,4,1,0.48371157,-0.2166562,0.36951372,39,0
10216,-1.2156247,4,-1.4845229,11,-0.42005318,2,5,0,4,1,-0.14591825,-0.2166562,0.36951372,39,0
10217,-0.8490674,4,0.6066854,15,-0.031359546,4,1,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
10218,0.32391593,4,-0.7322064,11,-0.42005318,0,14,1,4,1,-0.14591825,-0.2166562,0.36951372,39,0
10219,-0.99569035,4,-1.4682653,9,1.1347214,4,4,3,4,0,-0.14591825,-0.2166562,-1.6551993,39,0
10220,-0.62913305,4,1.8131187,15,-0.031359546,2,3,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
